ACCNUM,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,Age_mid,INJURY,VEHTYPE,DRIVACT,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood
5001063670,2015/06/24 04:00:00+00,1325,13,COXWELL AVE,ROBBINS AVE,Minor Arterial,43.669894,-79.318042,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,25 to 29,27,Major,Bicycle,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,No,64,Woodbine Corridor (64)
5001074217,2015/06/26 04:00:00+00,405,4,457 SPADINA AVE,Unknown,Major Arterial,43.658362,-79.40021800000002,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Truck Driver,30 to 34,32,None,Truck - Dump,Driving Properly,Unknown,Yes,No,No,No,Yes,No,No,No,No,No,No,No,79,University (79)
5001077682,2015/06/26 04:00:00+00,1652,16,SHEPPARD AVE E,SHAUGHNESSY BLVD,Major Arterial,43.773719,-79.353313,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,60 to 64,62,Major,Motorcycle,Improper Turn,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,53,Henry Farm (53)
5001079056,2015/06/26 04:00:00+00,2150,21,2058 DUFFERIN ST,Unknown,Major Arterial,43.686812,-79.44664300000002,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,80 to 84,82,Fatal,Unknown,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,107,Oakwood Village (107)
5001088565,2015/06/28 04:00:00+00,1539,15,1491 LAKE SHORE BLVD W,Unknown,Major Arterial,43.63642,-79.44409499999998,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Driver,20 to 24,22,Major,"Automobile, Station Wagon",Speed too Fast For Condition,Inattentive,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,85,South Parkdale (85)
5001095656,2015/06/29 04:00:00+00,1745,17,300 PROGRESS AVE,Unknown,Minor Arterial,43.774325,-79.266902,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,57,Minimal,"Automobile, Station Wagon",Improper Turn,Unknown,No,No,Yes,Yes,No,No,No,No,No,No,No,No,127,Bendale (127)
5001098276,2015/06/30 04:00:00+00,410,4,VICTORIA PARK AVE,YORK MILLS RD,Major Arterial,43.763011,-79.317523,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Driving Properly,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,119,Wexford/Maryvale (119)
5001105926,2015/07/01 04:00:00+00,949,9,MARKHAM RD,PROGRESS AVE,Major Arterial,43.781737,-79.233882,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,No,No,Yes,No,No,No,No,No,Yes,No,No,No,137,Woburn (137)
5001107596,2015/07/01 04:00:00+00,1525,15,GERRARD ST E,RIVER ST,Minor Arterial,43.663695,-79.35923299999997,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,32,None,"Automobile, Station Wagon",Disobeyed Traffic Control,Inattentive,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,72,Regent Park (72)
5001109964,2015/07/01 04:00:00+00,2330,23,WALSH AVE,WESTON RD,Major Arterial,43.716998,-79.537273,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,40 to 44,42,Major,"Automobile, Station Wagon",Following too Close,"Ability Impaired, Alcohol Over .08",No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,23,Pelmo Park-Humberlea (23)
5001110080,2015/07/02 04:00:00+00,2355,23,LAKE SHORE BLVD W,REMEMBRANCE DR,Major Arterial,43.634425,-79.40874000000002,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,35 to 39,37,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,82,Niagara (82)
5000452654,2015/03/17 04:00:00+00,1737,17,BATHURST ST,CARPENTER RD,Major Arterial,43.789496,-79.446224,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,37,Major,"Automobile, Station Wagon",Lost control,Inattentive,No,No,Yes,No,No,No,No,No,No,No,No,No,36,Newtonbrook West (36)
4002884654,2014/09/10 04:00:00+00,2012,20,LAWRENCE AVE E,WARDEN AVE,Major Arterial,43.74536,-79.29472700000002,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,55 to 59,57,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,119,Wexford/Maryvale (119)
5001203164,2015/07/15 04:00:00+00,2030,20,DANFORTH AVE,AUGUST AVE,Major Arterial,43.692805,-79.28110799999997,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Improper Turn,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,121,Oakridge (121)
5001207270,2015/07/16 04:00:00+00,1253,12,EASTDALE AVE,GOODWOOD PARK CRES,Collector,43.694762,-79.30076899999997,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,27,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,61,Taylor-Massey (61)
5001212779,2015/07/17 04:00:00+00,827,8,SPADINA RD,DUPONT ST,Major Arterial,43.674845,-79.407108,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Truck Driver,60 to 64,62,None,Truck - Tank,Improper Turn,Inattentive,No,Yes,No,No,Yes,No,No,No,No,No,No,No,95,Annex (95)
4003398142,2014/11/30 05:00:00+00,1345,13,500 SCARLETT RD,Unknown,Major Arterial,43.68619,-79.512805,Mid-Block,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Driver,80 to 84,82,Major,"Automobile, Station Wagon",Lost control,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,8,Humber Heights-Westmount (8)
5001213317,2015/07/17 04:00:00+00,1001,10,BAYVIEW AVE,BAYVIEW MEWS LANE,Major Arterial,43.76937,-79.38865200000002,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,77,Major,"Automobile, Station Wagon",Improper Turn,Inattentive,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,52,Bayview Village (52)
5001215897,2015/07/17 04:00:00+00,1714,17,FINCH AVE E,MANORCREST DR,Major Arterial,43.784339,-79.394687,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,27,None,"Automobile, Station Wagon",Speed too Fast For Condition,Inattentive,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,51,Willowdale East (51)
5001220959,2015/07/18 04:00:00+00,1211,12,STEELES AVE E,MAXOME AVE,Major Arterial,43.801047,-79.406238,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,77,Minor,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,No,No,Yes,No,No,No,No,No,Yes,No,No,No,50,Newtonbrook East (50)
5001233986,2015/07/20 04:00:00+00,1015,10,THE QUEENSWAY,SOUTH KINGSWAY,Major Arterial,43.636389,-79.47229300000002,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,35 to 39,37,None,"Truck - Closed (Blazer, etc)",Other,Normal,Yes,No,No,No,Yes,No,No,No,No,No,No,No,87,High Park-Swansea (87)
5001240894,2015/07/21 04:00:00+00,954,9,LAWRENCE AVE E,MORNINGSIDE AVE,Minor Arterial,43.76860300000001,-79.18523,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,47,None,Pick Up Truck,Speed too Slow,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,136,West Hill (136)
5001245461,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,Major Arterial,43.651946,-79.37775,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,22,Major,Motorcycle,Disobeyed Traffic Control,Inattentive,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,75,Church-Yonge Corridor (75)
5001258434,2015/07/23 04:00:00+00,2011,20,HUNTINGWOOD DR,BRIDLEWOOD BLVD,Minor Arterial,43.785002,-79.312938,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,47,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,118,Tam O'Shanter-Sullivan (118)
5001261641,2015/07/24 04:00:00+00,1040,10,SPADINA AVE,ST ANDREW ST,Major Arterial,43.654383,-79.398639,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,22,None,"Automobile, Station Wagon",Improper Passing,Inattentive,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,78,Kensington-Chinatown (78)
5001263243,2015/07/24 04:00:00+00,1518,15,RENFORTH DR,SILVER DART DR,Major Arterial,43.676417,-79.593227,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,Minor,"Automobile, Station Wagon",Disobeyed Traffic Control,Inattentive,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,1,West Humber-Clairville (1)
5001265349,2015/07/24 04:00:00+00,2111,21,DIXON RD,KIPLING AVE,Major Arterial,43.694239,-79.558635,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,22,Minor,"Automobile, Station Wagon",Improper Turn,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,6,Kingsview Village-The Westway (6)
5001276114,2015/07/26 04:00:00+00,1328,13,6486 KINGSTON RD,Unknown,Minor Arterial,43.792666,-79.15599399999998,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Motorcycle Driver,30 to 34,32,Fatal,Motorcycle,Exceeding Speed Limit,Normal,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,133,Centennial Scarborough (133)
5001281908,2015/07/27 04:00:00+00,1115,11,PHARMACY AVE,CORINTHIAN BLVD,Minor Arterial,43.789473,-79.32355,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,72,Major,"Automobile, Station Wagon",Improper Turn,Medical or Physical Disability,No,No,Yes,No,No,No,No,No,No,No,No,Yes,117,L'Amoreaux (117)
5001312732,2015/07/31 04:00:00+00,2130,21,63 WALLINGFORD RD,Unknown,Local,43.756701,-79.326358,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,45 to 49,47,None,"Automobile, Station Wagon",Other,Inattentive,Yes,No,Yes,No,No,No,No,No,No,No,No,No,45,Parkwoods-Donalda (45)
5001313535,2015/08/01 04:00:00+00,31,3,1939 KENNEDY RD,Unknown,Major Arterial,43.768611,-79.281932,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Following too Close,Had Been Drinking,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,126,Dorset Park (126)
5001332825,2015/08/04 04:00:00+00,1136,11,KEELE STREET,MAPLE LEAF DRIVE,Major Arterial,43.715346,-79.479564,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Driver,85 to 89,87,Fatal,"Automobile, Station Wagon",Lost control,Normal,No,No,Yes,No,Yes,No,No,No,No,No,No,No,29,Maple Leaf (29)
5001353530,2015/08/07 04:00:00+00,1715,17,SHEPPARD AVE W,JOHN DRURY DR,Major Arterial,43.748278000000006,-79.48276800000002,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,unknown,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,26,Downsview-Roding-CFB (26)
5001353806,2015/08/07 04:00:00+00,1811,18,OLD SHEPPARD AVE,BRIAN DR,Collector,43.778842,-79.3325,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,55 to 59,57,Major,Bicycle,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No,No,No,46,Pleasant View (46)
5001361534,2015/08/09 04:00:00+00,40,4,KIPLING AVE,FINCH AVE W,Major Arterial,43.743254,-79.582095,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Following too Close,Fatigue,No,No,Yes,No,No,No,No,No,Yes,No,No,No,3,Thistletown-Beaumond Heights (3)
5001362618,2015/08/09 04:00:00+00,700,7,FINCH AVE E,BIRCHMOUNT RD,Major Arterial,43.798983,-79.30598,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,57,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,117,L'Amoreaux (117)
5001366372,2015/08/09 04:00:00+00,2110,21,MEADOWVALE RD,SHEPPARD AVE E,Collector,43.808852,-79.171031,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,35 to 39,37,Fatal,Unknown,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,131,Rouge (131)
5001369619,2015/08/10 04:00:00+00,1130,11,ISLINGTON AVE,THE WESTWAY,Major Arterial,43.688613,-79.542857,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,72,None,"Automobile, Station Wagon",Disobeyed Traffic Control,Inattentive,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,7,Willowridge-Martingrove-Richview (7)
5001375207,2015/08/11 04:00:00+00,920,9,ANNETTE ST,KEELE ST,Major Arterial,43.663642,-79.463794,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,65 to 69,67,None,Truck - Open,Improper Turn,Inattentive,No,Yes,No,No,Yes,No,No,No,No,No,No,No,90,Junction Area (90)
5001377095,2015/08/11 04:00:00+00,1420,14,71 MCCOOL CRT,Unknown,Local,43.818225,-79.284099,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,22,Major,Motorcycle,Lost control,Normal,No,No,No,Yes,No,No,No,No,No,No,No,No,130,Milliken (130)
5001378649,2015/08/11 04:00:00+00,1840,18,HAKIMI  AVE,ASHTONBEE RD,Local,43.729033,-79.291698,Mid-Block,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Improper Turn,Inattentive,Yes,No,Yes,No,No,No,No,No,No,No,No,No,119,Wexford/Maryvale (119)
4002886498,2014/09/11 04:00:00+00,625,6,STEELES AVE W,CONLEY ST,Major Arterial,43.788638,-79.463176,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,60 to 64,62,None,Pick Up Truck,Improper Turn,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,35,Westminster-Branson (35)
4002906646,2014/09/14 04:00:00+00,643,6,WALSH AVE,WESTON N WALSH RAMP,Major Arterial,43.717013,-79.537273,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,62,Minor,"Automobile, Station Wagon",Disobeyed Traffic Control,Normal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,23,Pelmo Park-Humberlea (23)
4002915951,2014/09/15 04:00:00+00,1655,16,HUMBERWOOD BLVD,HULLRICK DR,Collector,43.723643,-79.619922,Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Driver,25 to 29,27,Major,"Automobile, Station Wagon",Speed too Fast For Condition,Normal,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,1,West Humber-Clairville (1)
4002916967,2014/09/15 04:00:00+00,2010,20,EGLINTON AVE E,EGLINTON SQ,Major Arterial,43.72495900000001,-79.300533,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,20 to 24,22,None,"Automobile, Station Wagon",Disobeyed Traffic Control,Normal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,119,Wexford/Maryvale (119)
4003399384,2014/11/30 05:00:00+00,1702,17,203 FAYWOOD BLVD,Unknown,Collector,43.747107,-79.449291,Mid-Block,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,30 to 34,32,None,Pick Up Truck,Other,Inattentive,No,Yes,Yes,No,No,No,No,No,No,No,No,No,33,Clanton Park (33)
4002919707,2014/09/16 04:00:00+00,932,9,DVP S DON MILLS S RAMP RD,DON MILLS RD,Major Arterial,43.700286,-79.337711,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,50 to 54,52,Major,Truck (other),Speed too Fast For Condition,Normal,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,58,Old East York (58)
4002929082,2014/09/17 04:00:00+00,1620,16,FINCH AVE E,LINUS RD,Major Arterial,43.791945,-79.358073,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,None,Pick Up Truck,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,47,Don Valley Village (47)
142937129,2014/09/18 04:00:00+00,2001,20,ST CLAIR AVE W,DEER PARK CRES,Major Arterial,43.687525,-79.396793,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,75 to 79,77,Fatal,Unknown,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,No,97,Yonge-St.Clair (97)
4002949644,2014/09/20 04:00:00+00,2003,20,SKYWAY AVE,MERIDIAN RD,Minor Arterial,43.680937,-79.581149,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,37,Major,Motorcycle,Lost control,Normal,No,No,No,Yes,No,No,No,No,Yes,No,No,No,1,West Humber-Clairville (1)
4002952213,2014/09/21 04:00:00+00,700,7,STEELES AVE W,BATHURST ST,Major Arterial,43.792399,-79.44574300000002,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian,40 to 44,42,Major,Unknown,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,36,Newtonbrook West (36)
4002954632,2014/09/21 04:00:00+00,1542,15,2715 LAWRENCE AVE E,Unknown,Major Arterial,43.752669,-79.259059,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,37,Major,Motorcycle,Exceeding Speed Limit,Normal,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,127,Bendale (127)
142962876,2014/09/22 04:00:00+00,2059,20,KING ST W,CLOSE AVE,Major Arterial,43.63745,-79.434711,Intersection,Pedestrian Crossover,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,35 to 39,37,Fatal,Unknown,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,85,South Parkdale (85)
4002973094,2014/09/24 04:00:00+00,1130,11,BANBURY RD,LAWRENCE AVE E,Collector,43.735106,-79.357433,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,67,Major,"Automobile, Station Wagon",Lost control,Medical or Physical Disability,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,42,Banbury-Don Mills (42)
4002973211,2014/09/24 04:00:00+00,1151,11,551 THE WEST MALL,Unknown,Minor Arterial,43.651831,-79.570003,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,77,Major,"Automobile, Station Wagon",Lost control,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,13,Etobicoke West Mall (13)
4002979452,2014/09/25 04:00:00+00,940,9,LOWER JARVIS ST,THE ESPLANADE,Major Arterial,43.648215,-79.370921,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,15 to 19,17,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,77,Waterfront Communities-The Island (77)
4002986275,2014/09/26 04:00:00+00,918,9,REDPATH AVE,BROADWAY AVE,Collector,43.710574,-79.39389399999997,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,57,None,Police Vehicle,Failed to Yield Right of Way,Normal,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,104,Mount Pleasant West (104)
4002987190,2014/09/26 04:00:00+00,1153,11,WILSON AVE,BILLY BISHOP WAY,Major Arterial,43.733313,-79.452823,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,33,Clanton Park (33)
4003003255,2014/09/28 04:00:00+00,1820,18,WILLIAM R ALLEN RD N,RANEE AVE,Unknown,43.724257,-79.447131,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,45 to 49,47,Major,Motorcycle,Lost control,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,32,Englemount-Lawrence (32)
4003007939,2014/09/29 04:00:00+00,1325,13,COLLEGE ST,SHAW ST,Major Arterial,43.654898,-79.420261,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,37,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,81,Trinity-Bellwoods (81)
4003015546,2014/09/30 04:00:00+00,1538,15,DUNDAS ST E,MUTUAL ST,Major Arterial,43.656806,-79.375659,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,37,Minor,Motorcycle,Driving Properly,Fatigue,Yes,No,No,Yes,No,No,No,No,No,No,No,No,75,Church-Yonge Corridor (75)
143015764,2014/09/30 04:00:00+00,1608,16,ST CLAIR AVE W,KEELE ST,Major Arterial,43.672331,-79.468509,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian,70 to 74,72,Fatal,Unknown,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,No,90,Junction Area (90)
143022510,2014/10/01 04:00:00+00,1620,16,35 IRWIN RD,Unknown,Local,43.725997,-79.55511,Mid-Block,No Control,Clear,Daylight,Wet,Fatal,Motorcycle Driver,20 to 24,22,Fatal,Motorcycle,Lost control,Unknown,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,5,Elms-Old Rexdale (5)
4003025669,2014/10/02 04:00:00+00,740,7,581 TRETHEWEY DR,Unknown,Minor Arterial,43.696761,-79.491908,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,32,None,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,30,Brookhaven-Amesbury (30)
4003042543,2014/10/04 04:00:00+00,1730,17,PHARMACY AVE,PRINCEWAY DR,Minor Arterial,43.753657,-79.30883299999998,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,57,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,119,Wexford/Maryvale (119)
4003056806,2014/10/07 04:00:00+00,9,9,UNIVERSITY AVE,QUEEN ST W,Major Arterial,43.650778,-79.38659200000002,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,45 to 49,47,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,76,Bay Street Corridor (76)
4003063238,2014/10/08 04:00:00+00,2348,23,2835 ISLINGTON AVE,Unknown,Major Arterial,43.749804,-79.567989,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,50 to 54,52,Major,"Automobile, Station Wagon",Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08",No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,21,Humber Summit (21)
4003072697,2014/10/09 04:00:00+00,1240,12,DON MILLS RD,DUNCAN MILL RD,Major Arterial,43.761679,-79.347186,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,30 to 34,32,None,Truck - Open,Failed to Yield Right of Way,Inattentive,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,45,Parkwoods-Donalda (45)
4003073382,2014/10/09 04:00:00+00,1410,14,WARDEN AVE,MARBLE ARCH CRES,Major Arterial,43.735335,-79.290637,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist,60 to 64,62,Fatal,Bicycle,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,119,Wexford/Maryvale (119)
4003074555,2014/10/09 04:00:00+00,1745,17,KING ST W,JAMESON AVE,Major Arterial,43.637053,-79.436572,Mid-Block,No Control,Clear,Dusk,Dry,Fatal,Pedestrian,80 to 84,82,Fatal,Unknown,Unknown,Unknown,Yes,No,No,No,Yes,No,No,No,No,No,No,No,85,South Parkdale (85)
4003078638,2014/10/10 04:00:00+00,1138,11,F G GARDINER XY  W,PARKSIDE DR,Unknown,43.637911,-79.44694799999998,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,35 to 39,37,Major,Unknown,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,85,South Parkdale (85)
143084786,2014/10/11 04:00:00+00,1024,10,LAWRENCE AVE W,ALLEN X N LAWRENCE RAMP,Major Arterial,43.716307,-79.443202,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian,65 to 69,67,Fatal,Unknown,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,No,32,Englemount-Lawrence (32)
4003092212,2014/10/12 04:00:00+00,1640,16,MARTIN GROVE RD,RATHBURN  RD,Minor Arterial,43.657023,-79.55523199999998,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,47,None,Fire Vehicle,Disobeyed Traffic Control,Normal,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,14,Islington-City Centre West (14)
4003101857,2014/10/14 04:00:00+00,1255,12,KENNEDY RD,GLAMORGAN AVE,Major Arterial,43.769412,-79.28224499999997,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Driver,45 to 49,47,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,126,Dorset Park (126)
